name,location,phone,costForTwo
Prakruthi Restaurant,Bommanahalli,+91 7899851115,400
Desi Breakk,HSR,+91 9535427428,150
TGS Retails,HSR,+91 7090751884,600
Grand Chillies,HSR,+91 9640099863,400
Kanha's Kafe,Koramangala 5th Block,+91 9164012333,200
FrostBite,Koramangala 5th Block,+91 9980307070,400
Lets cafe,Koramangala 5th Block,+91 9573819444,250
Homfrez.com,Koramangala 1st Block,+91 7022408080,400
Malabar Mint,Koramangala 5th Block,+91 8025525527,700
The Denny's,Jayanagar,+91 8026593687,900
Hotel Palace,HSR,+91 9738876305,250
Tasty Khaana Khazana,Bommanahalli,+91 9743647429,300
House Of Lassi,Bommanahalli,+91 9071040006,250
Aaranya Restaurant,HSR,+91 9845475786,800
Hot & Cold Hut,Koramangala 4th Block,+91 8867106439,200
Cilantro,Koramangala 4th Block,+91 9880550898,"1,500"
The Open Cafe,HSR,+91 8105262980,500
Rimo,Koramangala 5th Block,+91 9900603388,500
Bajji House,HSR,+91 9538270610,100
Biryani Spot,BTM,+91 7406391810,300
Aata's Kitchen,Koramangala 1st Block,+91 8042131325,250
Desserts Tree,Koramangala 1st Block,+91 8867924550,100
Om Sweets & Snacks,Koramangala 5th Block,+91 7795495437,150
Royal's Biryani,BTM,+91 9980871513,300
Healthy Yummy Food Restaurant,HSR,+91 6361637172,900
Shabari Kitchen,Koramangala 1st Block,+91 8310119834,150
#L-81 Cafe,HSR,+91 9986210891,400
House Of Wholewheat,Koramangala 1st Block,+91 9980305500,200
Dabba Karkhana,BTM,+91 9513099000,300
Eat Sleep Eat Repeat,Koramangala 5th Block,+91 7022358500,200
Aroma Fine Dine,HSR,+91 9513888632,900
Choco Cheese,BTM,+91 8040943725,300
Shri Ram Sweet Centre,BTM,+91 8026783426,150
New Surya Sweets & Snacks,BTM,+91 9686083314,300
Sri Devi Baker's,BTM,+91 9972622239,200
KC Das - The Delite Foods,BTM,+91 9845493476,200
Svadu Sweets & Savouries,BTM,+91 8042227926,200
Jigarthanda,BTM,+91 7406092050,200
Gelato Pazzo,BTM,+91 9448975047,200
Kurtoskalacs,Koramangala 5th Block,+91 8049652159,400
Banchharam,Koramangala 7th Block,+91 8025710030,200
Black Deer,Koramangala 5th Block,+91 nan,
Sri Annapoorna Bajji Center,Jayanagar,+91 9902669870,100
Bunny Bakers,Jayanagar,+91 9341255773,250
5 Degree Centigrade,Koramangala 7th Block,+91 nan,150
Chocalot,Koramangala 5th Block,+91 9606222233,800
Arafa Juice Center,Koramangala 5th Block,+91 8025538871,250
Meraki Patisserie,Jayanagar,+91 9902355535,350
Mother Nature Kulfi,Jayanagar,+91 8049712321,200
Brother?s Bar & Kitchen,BTM,+91 9945793981,"1,000"
WhatsUp 99 Variety Dosa,BTM,+91 9739952723,200
Zanzibar - Davanam Sarovar Portico Suites,BTM,+91 8040003333,"1,200"
Aaharaa,BTM,+91 8951771778,300
Seekers Cafe,BTM,+91 9986961417,500
100ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ°C,BTM,+91 9535433735,450
Sri Durga Cane Fresh,BTM,+91 9611103865,100
Benzys,BTM,+91 9916144440,700
Nanna Munna,BTM,+91 9206241013,200
Bamboo Heights,BTM,+91 9986094422,500
Namaste,BTM,+91 7795680954,70
Udupi Gokul Cafe,BTM,+91 9886885678,300
Namma Kadai,BTM,+91 7829057095,150
Gangothri Kabab Corner,BTM,+91 9008075469,400
Thalassery Cafe,BTM,+91 nan,150
Cafe 58,BTM,+91 9846467567,200
Sri Vishnupriya,BTM,+91 9743747785,300
Aarya Pork Hotel,BTM,+91 8197695523,300
Bihari Food Corner,BTM,+91 9113593901,250
Chorum Curryum,BTM,+91 6361599538,250
Pout,BTM,+91 7090599999,400
Sri Udupi Sagar,BTM,+91 8028913122,200
Friend's Kitchen,BTM,+91 7200313037,150
South Side,BTM,+91 9742792887,250
C K Bake & Juice,BTM,+91 8590429429,150
The Grand Kitchen Restaurant,BTM,+91 7795489572,400
Gallop Bar - Davanam Sarovar Portico Suites,Koramangala 2nd Block,+91 8049333555,"1,600"
Bombay Adda,Koramangala 7th Block,+91 8049653211,"1,100"
The Reservoire,Koramangala 5th Block,+91 8045128647,"1,300"
Indigo XP,Koramangala 5th Block,+91 9632357766,"1,400"
Fenny's Lounge And Kitchen,Koramangala 7th Block,+91 8049653085,"1,600"
Sharief Bhai,Koramangala 5th Block,+91 8095752222,700
ECHOES Koramangala,Koramangala 5th Block,+91 8049652674,750
Drava,Koramangala 5th Block,+91 8049653135,"1,500"
The Terrace at Gilly's Redefined,Koramangala 4th Block,+91 8045128809,"1,400"
The Boozy Griffin,Koramangala 5th Block,+91 8033512954,"1,800"
Simon Says Brew Works,Koramangala 5th Block,+91 8049653390,"1,400"
Myu Bar at Gilly's Redefined,Koramangala 4th Block,+91 8049653043,"1,200"
Public - The Rooftop Bar And Kitchen,Bannerghatta Road,+91 8048517766,"1,000"
Bob's Bar,Koramangala 7th Block,+91 7829709340,"1,000"
Chinita Real Mexican Food,Koramangala 5th Block,+91 9591038009,"1,200"
Sathya's,Koramangala 3rd Block,+91 8041317571,"1,200"
Tilt Gastro Lounge,Koramangala 5th Block,+91 914893577,"1,500"
52 Wall Street,Koramangala 6th Block,+91 nan,"1,400"
Bulls N Bears - Bar Trade Xchange,Koramangala 5th Block,+91 8045128627,"1,000"
Sutra Spice-The Resto Bar,Koramangala 4th Block,+91 8046131111,"1,000"
JukeBox,Koramangala 7th Block,+91 8041216430,"1,000"
Lounge 189,HSR,+91 9513888911,"1,300"
Axomi - Taste of Assam,Koramangala 7th Block,+91 9620664830,500
Uttar Karnataka Meals Restaurant,Jayanagar,+91 9986866291,200
IDC Kitchen,Koramangala 5th Block,+91 7022649471,200
The Underground Gastropub,Koramangala 5th Block,+91 8040198000,"1,000"
Fandom at Gilly's Redefined,Koramangala 4th Block,+91 9606443393,"1,500"
Atta Galata,Koramangala 5th Block,+91 8041600677,200
Senthur Cafe,Koramangala 7th Block,+91 9994909133,100
Barcode,Koramangala 4th Block,+91 8041140234,"1,300"
Amaravathi Bar & Restaurant,Jayanagar,+91 8026639222,400
Taruni Andhra Mess,Koramangala 5th Block,+91 8123740250,200
Flavor of Tibet,Koramangala 5th Block,+91 9880617372,400
Nammura Upahara,JP Nagar,+91 nan,100
Raghavendra Upahara,Jayanagar,+91 9535007257,200
Selfie Cafe,Koramangala 7th Block,+91 8880968182,300
A Bar,HSR,+91 9845233579,600
Coconadu,Koramangala 7th Block,+91 9986644250,400
Hotel Kaara Chaaram,Koramangala 7th Block,+91 080437555,500
SLV Restaurant,JP Nagar,+91 8026586345,300
Zafron Cafe,Marathahalli,+91 6282431710,300
CHAAI BEE,Koramangala 7th Block,+91 9942455347,250
Bakimo,Koramangala 5th Block,+91 8317395416,850
Foody's Take Away,Jayanagar,+91 8025920389,300
Richbite Indian Spice,JP Nagar,+91 8884446337,500
Malabar Coastal Cuisine,Koramangala 7th Block,+91 9886900000,550
Chai Chowk,Koramangala 7th Block,+91 8042197999,200
Hotel Paradise,Jayanagar,+91 9886181683,200
Falafel's - The Lebanese Haus,Koramangala 7th Block,+91 9632488049,300
Cafe Bollywood,JP Nagar,+91 9833440640,200
Combo King Paramount,Jayanagar,+91 9886900000,500
Krupa Sagar,Koramangala 5th Block,+91 nan,300
Egg House,Koramangala 5th Block,+91 9742039755,400
Dry Dock Cafe,Koramangala 5th Block,+91 9916276006,200
Rolls On Wheel,Koramangala 5th Block,+91 8088112222,300
Chowk Tea Stall,Koramangala 7th Block,+91 8042197999,100
Sulaimani Chai,Koramangala 5th Block,+91 9880250889,100
Sri Ganesh Juice Corner,Koramangala 5th Block,+91 nan,150
Mynt - The Taj West End,Race Course Road,+91 8066605660,"2,500"
Coastal Creek,Vasanth Nagar,+91 8040390800,600
Cafe Coffee Day The Square,Lavelle Road,+91 8040012101,"1,100"
BanBay,Vasanth Nagar,+91 8022285455,"1,100"
Caferia,Frazer Town,+91 9164020955,200
Connie's Restaurant & SteakHouse,Frazer Town,+91 nan,
Fullyfilled,Indiranagar,+91 9538674957,200
Millers 46,Vasanth Nagar,+91 8041148022,"1,100"
Samrat Restaurant,Race Course Road,+91 8022263444,600
CAMP TANDOOR,Ulsoor,+91 8041134747,300
Raidan Restaurant,Frazer Town,+91 8040915140,600
Aroma Of Asia,Frazer Town,+91 8747099948,400
Grand Spicy Restaurant,Cunningham Road,+91 8041200004,700
Spicy Restaurant,Vasanth Nagar,+91 8041200004,400
Kinara Tiffany,Vasanth Nagar,+91 9844467370,100
Painted Platters,Ulsoor,+91 8041464544,300
Little Paramount Restaurants,Vasanth Nagar,+91 8022384080,400
Goli Vada Pav NO.1,MG Road,+91 9663786652,200
MACHALI,Frazer Town,+91 7338174624,550
Sunny Side Bistro,Frazer Town,+91 9916842131,700
Ganesh Food Joint,Frazer Town,+91 9611007474,200
Tasty King,RT Nagar,+91 8023557555,400
Lazeez Xpress,Vasanth Nagar,+91 8043713052,650
Chowmein,Seshadripuram,+91 8043709191,600
Curries And Pickles,Indiranagar,+91 7204777866,250
Arina's,Frazer Town,+91 9898075965,250
Debby's Kitchen,Frazer Town,+91 8310531184,250
Sri Rama Vilas Sweets,Majestic,+91 9980632252,150
KC Das - Sweet Bite,Frazer Town,+91 8025543107,200
Shilpa Gulati's Desserts,Cunningham Road,+91 9845026888,600
WOW Momo,MG Road,+91 9741600395,400
Blue Ginger - The Taj West End,Race Course Road,+91 8066605660,"3,200"
Masala Klub - The Taj West End,Race Course Road,+91 8066605660,"4,000"
Blue Bar - The Taj West End,Race Course Road,+91 8066605660,"2,500"
Gangotree,Race Course Road,+91 8022268484,150
Shahi Kabab,Frazer Town,+91 9342840102,200
Calcutta Chats,Vasanth Nagar,+91 8892697088,200
Halli Mane Food Court,Frazer Town,+91 9880833199,100
Kerala Foods,Vasanth Nagar,+91 9916871860,250
S.L.V Tiffin Room,City Market,+91 9980000017,150
Bismillah Ambur Biryani,Vasanth Nagar,+91 9342073844,300
Lobby Cafe - Radha Regent,Electronic City,+91 8049652681,"1,200"
The Big Barbeque,Electronic City,+91 8049653461,"1,500"
Fire Station,Electronic City,+91 8033512968,"1,200"
Time Traveller - Sai Vishram,Electronic City,+91 8040400400,"1,100"
24@43 - The Oterra,Electronic City,+91 9620800500,"3,000"
Bazaar - Zone By The Park,Electronic City,+91 9513903104,"1,400"
Fishing Boat - Hotel Goyal Residency,Electronic City,+91 8028520017,800
Soul Indian Specialty - Svenska Design Hotel,Electronic City,+91 7829991110,"2,000"
Melange - Hotel Ekaa,Electronic City,+91 8049343499,900
#Vibes Restro,Electronic City,+91 9538911285,700
Ritz,Electronic City,+91 8042247048,800
It's Mirchi - Ramee Guestline Hotels,Electronic City,+91 9538872485,"1,600"
The Dining Table - Sahar Pavillion,Electronic City,+91 9513425111,"1,500"
Seven Spices - Manipal County,Electronic City,+91 9986261264,900
Brunch & Munch - Hotel Millennium Plaza,Electronic City,+91 7349737687,"1,200"
Cafe Happytizing,Electronic City,+91 9108992240,700
This Cafe Has No Name Cafe,Electronic City,+91 9739940449,500
The Platonic Cafe,Electronic City,+91 9986856885,500
She Brews,Electronic City,+91 7899014014,400
Entree cafe,Electronic City,+91 9448463214,400
Magic Oven,Electronic City,+91 8049582077,400
The Hungry Shark Cafe,Electronic City,+91 9739599151,700
KA 51 Restocafe,Electronic City,+91 9686200001,650
Cafe HIGHRANGERS,Electronic City,+91 9916553777,400
24 Hours Coffee Drop - La Classic,Electronic City,+91 8039101111,800
Lassi Adda,Electronic City,+91 9164247999,200
Sitaar,Electronic City,+91 8049652163,800
Delhi Base Sri Food Court,Electronic City,+91 8041102898,250
Indian Food Court,Electronic City,+91 8150070377,400
New Punjabi Food Corner,Electronic City,+91 8028523394,500
Popular Burger,Electronic City,+91 7795843572,200
Amaravathi Mess,Electronic City,+91 9985299942,400
Godavari Delights,Electronic City,+91 9739888849,700
Insomniac's Delight,Electronic City,+91 9606633022,300
Sri Pillaiyar Bhavan,Electronic City,+91 7022167885,300
King,Electronic City,+91 8049653308,300
New Udupi Palace,Electronic City,+91 8049652658,350
Pallavi Restaurant,Electronic City,+91 8033512976,500
Foodies Family Restaurant,Electronic City,+91 7760009068,300
Kolkata Kitchen,Electronic City,+91 8792161059,400
4Foodiez,Electronic City,+91 8049563114,300
Salted Chilli,Electronic City,+91 8049653476,600
Hot Attack,Electronic City,+91 9916981116,400
China Garden,Electronic City,+91 8049653463,300
Sri Manjunatha Foods,Electronic City,+91 8977777780,250
Hyderabadi Biryaani Hub,Electronic City,+91 6360029505,300
Ruposhi Bangla,Electronic City,+91 9342636809,400
Nainital North Indian Restaurant,Electronic City,+91 8218945118,400
Pure Punjabi,Electronic City,+91 9606873023,450
Eat N Meet,Electronic City,+91 9742811477,500
Lakshmi Rayalaseema Ruchilu,Electronic City,+91 9066216659,600
Lassi Mania,Electronic City,+91 9611966936,200
Doof,Electronic City,+91 7406669966,450
Pimento,Electronic City,+91 9535909204,400
Ruchi Sagar,Electronic City,+91 8028522164,250
New Andhra House,Electronic City,+91 8041227373,450
Andhra Food Cafe (AFC),Electronic City,+91 7975194557,250
India Garden,Electronic City,+91 8028522322,550
Dande Hyderabad Biryani,Electronic City,+91 8043334333,500
Royal Bengal Corner,Electronic City,+91 8050643671,250
Tikka Kebab,Electronic City,+91 7619102744,250
The Pastry House,Electronic City,+91 9113919672,400
Food Ras,Electronic City,+91 9694112609,900
Notebook Food Court,Electronic City,+91 7996903141,300
11 to 11 Express Biriyanis,Electronic City,+91 9148533399,300
Magic Bowl,Electronic City,+91 735331000,700
Maa Tara Hotel,Electronic City,+91 8340160003,400
NY Pizza & Waffles,Electronic City,+91 8105719444,400
Recipe Box,Electronic City,+91 8045128682,400
Volga Restaurant,Electronic City,+91 8747914503,500
The Elaichi Restaurant,Electronic City,+91 8049566163,700
Nandanam Restaurant,Electronic City,+91 7034016068,400
Chai Cafe,Electronic City,+91 9620644111,300
Sila Restaurant,Electronic City,+91 7899389888,750
Parampara - The Veg Kitchen,Electronic City,+91 9886440776,350
Cafe Palnad,Electronic City,+91 9538056275,400
Pattikattan Biriyani,Electronic City,+91 8095377803,300
Andhra Spicy Food Court,Electronic City,+91 8892282341,400
Esfahan Restaurant,Electronic City,+91 6360578293,700
Satkar Restaurant,Electronic City,+91 9972858554,350
Yeruva Biriyani,Electronic City,+91 9739888849,400
Ambur Biriyani Classic,Electronic City,+91 9843508070,700
Marley's Bistro,Electronic City,+91 8197170404,400
Hyderabad Darbar,Electronic City,+91 7899967474,700
Hotel Sakti Saravana,Electronic City,+91 8884452523,350
Bowl House Kitchen,Electronic City,+91 7349589191,400
Z Cafe,Electronic City,+91 8095885807,300
Swathi Restaurant - The Vintage Inn,Electronic City,+91 8049741010,900
Paratha House,Electronic City,+91 7892372718,350
Mast Punjabi Spice,Electronic City,+91 9130010828,400
Thanima Garden Restaurant,Electronic City,+91 9739721615,500
Bhukkads,Electronic City,+91 9731591283,400
Karaikudi Restaurant,Electronic City,+91 9731612301,300
Mamaji's,Electronic City,+91 9739495000,600
Peril Enthirikkunnu,Electronic City,+91 8893323134,250
Kittu's,Electronic City,+91 9686573008,750
Maa Biryani Hyderabadi,Electronic City,+91 9130010828,450
Curries 'N' Phulkas,Electronic City,+91 8049563114,250
Donut Cafe,Electronic City,+91 9036155543,250
Hotel Uma Bhai,Electronic City,+91 9731931693,400
7 Shanghai,Electronic City,+91 7760038230,250
Annapurna Andhra Hotel,Electronic City,+91 9133100003,400
Hotel Avakay,Electronic City,+91 9590588899,550
Chivi's Meilleurs Boulangers,Electronic City,+91 8048144333,300
King's Appetite,Electronic City,+91 8105611622,500
Manasa Andhra Style Multi Cuisine Restaurant,Electronic City,+91 8043727270,800
Akkad Bakkad,Electronic City,+91 6363576160,600
Meat and Eat,Electronic City,+91 8043006613,500
Hotel Shruthi,Electronic City,+91 9538236625,200
Crumbz Crunches,Electronic City,+91 9620488921,450
The Milkshake Co and More,South Bangalore,+91 8892824186,250
Alikemom,Electronic City,+91 9538007560,300
Sky Lounge Bar - Svenska Design Hotel,Electronic City,+91 8044310000,"1,500"
Foodie Nation,Electronic City,+91 9900074888,"1,000"
Chilli Park,Electronic City,+91 9845355714,300
Parivaar Eat House,Electronic City,+91 8041177533,500
Rayalaseema Ruchulu SR,Electronic City,+91 6360029505,300
Andhra Biryani & Curries,Electronic City,+91 8977777780,400
Reddy's Hyderabadi Biryani,Electronic City,+91 9606240340,500
Royal Iceberry,Electronic City,+91 8050501919,200
Just Cakes,Electronic City,+91 8904274001,350
Andhra Amigos,Electronic City,+91 9008114488,350
Uma Ki Rasoi,Electronic City,+91 7008382891,250
Chick Blast,Electronic City,+91 9443509822,400
Today Coffee,Electronic City,+91 8105314284,150
Sankalp Reddy Restaurant,Electronic City,+91 8496921039,300
Millennium Plaza,Electronic City,+91 7349737687,700
Cedar Bar & Dive - Hotel Presidency,Electronic City,+91 9620220096,"1,200"
Meridian South - A Pure Vegetarian Restaurant,Electronic City,+91 9742815634,600
Tap House Resto Bar,Electronic City,+91 8028528055,900
French Bake House,Electronic City,+91 8028520801,200
Indian Kitchen - Hotel Presidency,Electronic City,+91 9620220096,"1,000"
Salt N Pepper,Electronic City,+91 9535837280,500
Punjab Calling,Electronic City,+91 9972490321,400
Hanchi Thinnuva,Electronic City,+91 9916481683,300
Chill Out Cafe,Electronic City,+91 9538505439,350
Trisha's Kitchen,Electronic City,+91 7760913384,300
Just Homely,Electronic City,+91 9513702546,300
Food Point Family Restauarant,Electronic City,+91 8105290900,700
Kababish Sizzler,Electronic City,+91 8755454768,250
Soul Curry Restaurant,Electronic City,+91 8884138222,600
Ragi Nadu,Electronic City,+91 9686696544,450
Mesa Lounge Bar - Svenska Design Hotel,Electronic City,+91 7829991110,"1,500"
Food 4 U,Electronic City,+91 8027849292,400
The Hungry,Electronic City,+91 7019212890,400
Chinmayee's,Electronic City,+91 8041303062,700
Tellimagic Restaurant,Electronic City,+91 9148296868,400
SFC Kabab Corner,Electronic City,+91 8027835067,350
Royal Chowpatty,Electronic City,+91 8043758680,100
New Aastha,Electronic City,+91 9844431043,250
Food Club Restaurant,Electronic City,+91 9742901258,500
Bhojanam Restaurant,Electronic City,+91 8048543463,600
Ruchie Rich,Electronic City,+91 9741320034,200
RK Garden Family Restaurant,Electronic City,+91 8027820170,600
Vijayawadawari Sandhya Andhra Mess,Electronic City,+91 9738964577,400
Eden Huts Dhaba,Electronic City,+91 8971470784,500
NMR Multicuisine Restaurant,Electronic City,+91 9686769987,550
Oasis Restaurant,Electronic City,+91 8861103560,550
Swad,Electronic City,+91 8880044221,500
Hotel Green Palace,Electronic City,+91 9880491705,200
Bawarchi,Electronic City,+91 9972964744,400
Kinara Family Restaurant,Electronic City,+91 8027826688,600
Bachelor's Special Biriyani,Electronic City,+91 6360299558,250
E Foods Regalia,Electronic City,+91 8041658154,550
Andhra Chettinad Cuisine,Electronic City,+91 9513467285,250
Varenyam,Electronic City,+91 9845873455,500
Sri Mandarathi,Electronic City,+91 9060111039,350
MBR Dum Biryani County,Electronic City,+91 8861495959,150
S R Andhra Mess,Electronic City,+91 9538493265,200
Shiv Shankar Hotel,Electronic City,+91 9739044967,350
Gourmet,Electronic City,+91 8043403333,800
Pepper Pillar,Electronic City,+91 9901201693,700
Hotel A-1,Electronic City,+91 9686042623,300
Vasu Biriyani Paradise,Electronic City,+91 7019595818,350
Dilli 6,Electronic City,+91 7022057598,450
The Magic Chef,Electronic City,+91 8105953923,300
Satkar,Electronic City,+91 9972858849,350
Sandesh Sweets & Chats,Electronic City,+91 8884200533,350
Hamara Kozhikode,Electronic City,+91 8939338876,300
New Green Leaf Restaurant,Electronic City,+91 7899024635,600
Eatsy,Electronic City,+91 8197136333,300
Xpress Kitchen,Electronic City,+91 8588941036,500
Chikeys,Electronic City,+91 7760062020,400
Momm's The Kitchen,Electronic City,+91 8124607858,500
The Three Dragons,Electronic City,+91 8095060956,400
Zaffron Express,Electronic City,+91 9611357554,550
Hungry Kya?,Electronic City,+91 7674848007,400
Green Tree Garden Restaurant,Electronic City,+91 9980626699,500
Sattvic,Electronic City,+91 8048900022,450
Old Stories,Electronic City,+91 9663097740,600
Ham Khim Chinese Fast Food,Electronic City,+91 7022157800,300
The Breakfast Club,Electronic City,+91 7676762862,400
HOT BOX,Electronic City,+91 8310427738,200
4Foodiez - The Restaurant,Electronic City,+91 8048141010,400
Biriyani Paradise,Electronic City,+91 9448524352,550
Tasty Funda,Electronic City,+91 9620466502,200
Pugals Biriyani,Electronic City,+91 8123110952,400
Enroute,Electronic City,+91 9148653728,300
Lancy Sweets,Electronic City,+91 7892903289,200
SV Crispy Chicken,Electronic City,+91 9952136147,200
Choconut Cafe,Electronic City,+91 8296686768,250
Desi Tadka,Electronic City,+91 8150070328,300
FAB Cafe,Electronic City,+91 8547727024,250
Spicy Tadka,Electronic City,+91 9066057706,400
